-5.2182e-01 -5.2217e-01 -5.2165e-01 -5.2173e-01 -5.2283e-01 -5.7362e-01 -4.7005e-01 -5.4715e-01 -4.9398e-01
-5.1100e-01 -5.1134e-01 -5.1083e-01 -5.1089e-01 -5.1208e-01 -5.6279e-01 -4.5922e-01 -5.3632e-01 -4.8315e-01
-5.0017e-01 -5.0051e-01 -5.0000e-01 -5.0005e-01 -5.0135e-01 -5.5196e-01 -4.4839e-01 -5.2549e-01 -4.7232e-01
-4.8934e-01 -4.8967e-01 -4.8918e-01 -4.8921e-01 -4.9061e-01 -5.4113e-01 -4.3756e-01 -5.1466e-01 -4.6149e-01
-4.7851e-01 -4.7883e-01 -4.7835e-01 -4.7837e-01 -4.7989e-01 -5.3030e-01 -4.2673e-01 -5.0383e-01 -4.5066e-01
-4.6768e-01 -4.6799e-01 -4.6753e-01 -4.6753e-01 -4.6918e-01 -5.1946e-01 -4.1590e-01 -4.9300e-01 -4.3983e-01
-4.5685e-01 -4.5715e-01 -4.5670e-01 -4.5669e-01 -4.5848e-01 -5.0863e-01 -4.0507e-01 -4.8217e-01 -4.2900e-01
-4.4602e-01 -4.4630e-01 -4.4588e-01 -4.4584e-01 -4.4778e-01 -4.9780e-01 -3.9425e-01 -4.7134e-01 -4.1817e-01
-4.3519e-01 -4.3546e-01 -4.3506e-01 -4.3500e-01 -4.3710e-01 -4.8697e-01 -3.8342e-01 -4.6051e-01 -4.0734e-01
-4.2436e-01 -4.2462e-01 -4.2423e-01 -4.2415e-01 -4.2644e-01 -4.7614e-01 -3.7259e-01 -4.4968e-01 -3.9652e-01
-4.1353e-01 -4.1377e-01 -4.1341e-01 -4.1331e-01 -4.1578e-01 -4.6531e-01 -3.6176e-01 -4.3885e-01 -3.8569e-01
-4.0271e-01 -4.0293e-01 -4.0259e-01 -4.0246e-01 -4.0514e-01 -4.5448e-01 -3.5094e-01 -4.2802e-01 -3.7486e-01
-3.9188e-01 -3.9208e-01 -3.9178e-01 -3.9161e-01 -3.9452e-01 -4.4365e-01 -3.4011e-01 -4.1719e-01 -3.6404e-01
-3.8105e-01 -3.8124e-01 -3.8096e-01 -3.8076e-01 -3.8391e-01 -4.3282e-01 -3.2929e-01 -4.0636e-01 -3.5321e-01
-3.7022e-01 -3.7039e-01 -3.7014e-01 -3.6991e-01 -3.7333e-01 -4.2200e-01 -3.1847e-01 -3.9554e-01 -3.4238e-01
-3.5940e-01 -3.5954e-01 -3.5933e-01 -3.5905e-01 -3.6276e-01 -4.1117e-01 -3.0764e-01 -3.8471e-01 -3.3156e-01
-3.4857e-01 -3.4869e-01 -3.4851e-01 -3.4820e-01 -3.5221e-01 -4.0034e-01 -2.9682e-01 -3.7388e-01 -3.2074e-01
-3.3775e-01 -3.3783e-01 -3.3770e-01 -3.3734e-01 -3.4169e-01 -3.8951e-01 -2.8600e-01 -3.6306e-01 -3.0991e-01
-3.2692e-01 -3.2698e-01 -3.2689e-01 -3.2648e-01 -3.3119e-01 -3.7868e-01 -2.7518e-01 -3.5223e-01 -2.9909e-01
-3.1610e-01 -3.1612e-01 -3.1609e-01 -3.1562e-01 -3.2072e-01 -3.6786e-01 -2.6436e-01 -3.4140e-01 -2.8827e-01
-3.0528e-01 -3.0527e-01 -3.0528e-01 -3.0475e-01 -3.1028e-01 -3.5703e-01 -2.5354e-01 -3.3058e-01 -2.7745e-01
-2.9445e-01 -2.9441e-01 -2.9448e-01 -2.9389e-01 -2.9986e-01 -3.4621e-01 -2.4273e-01 -3.1976e-01 -2.6663e-01
-2.8363e-01 -2.8354e-01 -2.8368e-01 -2.8302e-01 -2.8949e-01 -3.3538e-01 -2.3191e-01 -3.0893e-01 -2.5581e-01
-2.7281e-01 -2.7268e-01 -2.7288e-01 -2.7215e-01 -2.7914e-01 -3.2456e-01 -2.2110e-01 -2.9811e-01 -2.4499e-01
-2.6199e-01 -2.6181e-01 -2.6209e-01 -2.6127e-01 -2.6884e-01 -3.1373e-01 -2.1028e-01 -2.8729e-01 -2.3418e-01
-2.5118e-01 -2.5094e-01 -2.5129e-01 -2.5039e-01 -2.5857e-01 -3.0291e-01 -1.9947e-01 -2.7647e-01 -2.2336e-01
-2.4036e-01 -2.4007e-01 -2.4051e-01 -2.3951e-01 -2.4835e-01 -2.9209e-01 -1.8867e-01 -2.6565e-01 -2.1255e-01
-2.2955e-01 -2.2919e-01 -2.2972e-01 -2.2862e-01 -2.3818e-01 -2.8127e-01 -1.7786e-01 -2.5483e-01 -2.0174e-01
-2.1873e-01 -2.1831e-01 -2.1894e-01 -2.1772e-01 -2.2805e-01 -2.7045e-01 -1.6706e-01 -2.4401e-01 -1.9093e-01
-2.0792e-01 -2.0743e-01 -2.0817e-01 -2.0683e-01 -2.1798e-01 -2.5963e-01 -1.5626e-01 -2.3320e-01 -1.8013e-01
-1.9711e-01 -1.9654e-01 -1.9740e-01 -1.9592e-01 -2.0796e-01 -2.4881e-01 -1.4546e-01 -2.2239e-01 -1.6932e-01
-1.8630e-01 -1.8565e-01 -1.8663e-01 -1.8501e-01 -1.9800e-01 -2.3800e-01 -1.3466e-01 -2.1157e-01 -1.5852e-01
-1.7550e-01 -1.7475e-01 -1.7587e-01 -1.7410e-01 -1.8811e-01 -2.2718e-01 -1.2387e-01 -2.0076e-01 -1.4772e-01
-1.6470e-01 -1.6385e-01 -1.6512e-01 -1.6317e-01 -1.7828e-01 -2.1637e-01 -1.1309e-01 -1.8995e-01 -1.3693e-01
-1.5390e-01 -1.5294e-01 -1.5437e-01 -1.5224e-01 -1.6852e-01 -2.0556e-01 -1.0230e-01 -1.7915e-01 -1.2614e-01
-1.4310e-01 -1.4203e-01 -1.4364e-01 -1.4130e-01 -1.5883e-01 -1.9475e-01 -9.1524e-02 -1.6834e-01 -1.1535e-01
-1.3230e-01 -1.3111e-01 -1.3290e-01 -1.3035e-01 -1.4922e-01 -1.8394e-01 -8.0751e-02 -1.5754e-01 -1.0456e-01
-1.2151e-01 -1.2018e-01 -1.2218e-01 -1.1939e-01 -1.3969e-01 -1.7314e-01 -6.9983e-02 -1.4675e-01 -9.3785e-02
-1.1073e-01 -1.0925e-01 -1.1147e-01 -1.0843e-01 -1.3025e-01 -1.6233e-01 -5.9221e-02 -1.3595e-01 -8.3010e-02
-9.9946e-02 -9.8311e-02 -1.0077e-01 -9.7444e-02 -1.2089e-01 -1.5153e-01 -4.8466e-02 -1.2516e-01 -7.2241e-02
-8.9168e-02 -8.7363e-02 -9.0073e-02 -8.6451e-02 -1.1163e-01 -1.4074e-01 -3.7719e-02 -1.1437e-01 -6.1478e-02
-7.8396e-02 -7.6407e-02 -7.9393e-02 -7.5444e-02 -1.0247e-01 -1.2995e-01 -2.6979e-02 -1.0359e-01 -5.0722e-02
-6.7630e-02 -6.5443e-02 -6.8726e-02 -6.4421e-02 -9.3400e-02 -1.1916e-01 -1.6249e-02 -9.2809e-02 -3.9973e-02
-5.6869e-02 -5.4470e-02 -5.8072e-02 -5.3383e-02 -8.4439e-02 -1.0837e-01 -5.5286e-03 -8.2035e-02 -2.9231e-02
-4.6116e-02 -4.3487e-02 -4.7433e-02 -4.2328e-02 -7.5584e-02 -9.7589e-02 5.1809e-03 -7.1266e-02 -1.8499e-02
-3.5370e-02 -3.2495e-02 -3.6811e-02 -3.1253e-02 -6.6840e-02 -8.6813e-02 1.5878e-02 -6.0504e-02 -7.7765e-03
-2.4633e-02 -2.1494e-02 -2.6206e-02 -2.0158e-02 -5.8209e-02 -7.6042e-02 2.6562e-02 -4.9748e-02 2.9353e-03
-1.3904e-02 -1.0482e-02 -1.5620e-02 -9.0410e-03 -4.9695e-02 -6.5276e-02 3.7231e-02 -3.8999e-02 1.3635e-02
-3.1862e-03 5.4016e-04 -5.0545e-03 2.1003e-03 -4.1300e-02 -5.4518e-02 4.7884e-02 -2.8259e-02 2.4322e-02
7.5207e-03 1.1572e-02 5.4890e-03 1.3268e-02 -3.3027e-02 -4.3766e-02 5.8518e-02 -1.7527e-02 3.4994e-02
1.8215e-02 2.2614e-02 1.6009e-02 2.4463e-02 -2.4879e-02 -3.3022e-02 6.9133e-02 -6.8058e-03 4.5651e-02
2.8896e-02 3.3666e-02 2.6503e-02 3.5689e-02 -1.6856e-02 -2.2286e-02 7.9725e-02 3.9050e-03 5.6289e-02
3.9562e-02 4.4726e-02 3.6969e-02 4.6949e-02 -8.9616e-03 -1.1560e-02 9.0293e-02 1.4604e-02 6.6908e-02
5.0210e-02 5.5795e-02 4.7405e-02 5.8244e-02 -1.1963e-03 -8.4437e-04 1.0083e-01 2.5289e-02 7.7505e-02
6.0841e-02 6.6871e-02 5.7810e-02 6.9577e-02 6.4383e-03 9.8599e-03 1.1134e-01 3.5960e-02 8.8078e-02
7.1450e-02 7.7952e-02 6.8179e-02 8.0953e-02 1.3942e-02 2.0551e-02 1.2182e-01 4.6615e-02 9.8624e-02
8.2037e-02 8.9037e-02 7.8512e-02 9.2374e-02 2.1313e-02 3.1229e-02 1.3226e-01 5.7252e-02 1.0914e-01
9.2599e-02 1.0012e-01 8.8805e-02 1.0384e-01 2.8551e-02 4.1891e-02 1.4266e-01 6.7869e-02 1.1963e-01
1.0313e-01 1.1121e-01 9.9054e-02 1.1537e-01 3.5658e-02 5.2536e-02 1.5302e-01 7.8464e-02 1.3007e-01
1.1364e-01 1.2229e-01 1.0926e-01 1.2695e-01 4.2632e-02 6.3162e-02 1.6332e-01 8.9034e-02 1.4048e-01
1.2411e-01 1.3336e-01 1.1941e-01 1.3859e-01 4.9474e-02 7.3767e-02 1.7357e-01 9.9578e-02 1.5085e-01
1.3454e-01 1.4441e-01 1.2952e-01 1.5029e-01 5.6185e-02 8.4349e-02 1.8377e-01 1.1009e-01 1.6116e-01
1.4493e-01 1.5545e-01 1.3956e-01 1.6207e-01 6.2766e-02 9.4905e-02 1.9389e-01 1.2057e-01 1.7143e-01
1.5527e-01 1.6646e-01 1.4955e-01 1.7392e-01 6.9217e-02 1.0543e-01 2.0395e-01 1.3102e-01 1.8163e-01
1.6557e-01 1.7743e-01 1.5947e-01 1.8586e-01 7.5541e-02 1.1593e-01 2.1393e-01 1.4142e-01 1.9177e-01
1.7581e-01 1.8836e-01 1.6932e-01 1.9788e-01 8.1739e-02 1.2639e-01 2.2383e-01 1.5178e-01 2.0185e-01
1.8598e-01 1.9924e-01 1.7911e-01 2.1000e-01 8.7812e-02 1.3681e-01 2.3363e-01 1.6210e-01 2.1184e-01
1.9610e-01 2.1005e-01 1.8881e-01 2.2221e-01 9.3762e-02 1.4719e-01 2.4334e-01 1.7235e-01 2.2176e-01
2.0614e-01 2.2079e-01 1.9844e-01 2.3454e-01 9.9591e-02 1.5753e-01 2.5294e-01 1.8255e-01 2.3158e-01
2.1610e-01 2.3144e-01 2.0798e-01 2.4697e-01 1.0530e-01 1.6781e-01 2.6244e-01 1.9269e-01 2.4131e-01
2.2598e-01 2.4199e-01 2.1743e-01 2.5952e-01 1.1090e-01 1.7804e-01 2.7181e-01 2.0275e-01 2.5094e-01
2.3576e-01 2.5243e-01 2.2678e-01 2.7219e-01 1.1637e-01 1.8820e-01 2.8106e-01 2.1274e-01 2.6045e-01
2.4545e-01 2.6275e-01 2.3604e-01 2.8500e-01 1.2174e-01 1.9830e-01 2.9017e-01 2.2265e-01 2.6985e-01
2.5503e-01 2.7292e-01 2.4519e-01 2.9793e-01 1.2700e-01 2.0832e-01 2.9915e-01 2.3247e-01 2.7913e-01
2.6449e-01 2.8295e-01 2.5424e-01 3.1100e-01 1.3215e-01 2.1827e-01 3.0798e-01 2.4219e-01 2.8827e-01
2.7384e-01 2.9281e-01 2.6317e-01 3.2422e-01 1.3719e-01 2.2812e-01 3.1666e-01 2.5180e-01 2.9728e-01
2.8306e-01 3.0249e-01 2.7198e-01 3.3757e-01 1.4213e-01 2.3789e-01 3.2518e-01 2.6131e-01 3.0614e-01
2.9215e-01 3.1200e-01 2.8068e-01 3.5106e-01 1.4697e-01 2.4755e-01 3.3354e-01 2.7070e-01 3.1485e-01
3.0109e-01 3.2131e-01 2.8924e-01 3.6468e-01 1.5171e-01 2.5711e-01 3.4174e-01 2.7996e-01 3.2341e-01
3.0989e-01 3.3041e-01 2.9768e-01 3.7843e-01 1.5636e-01 2.6655e-01 3.4977e-01 2.8909e-01 3.3180e-01
3.1853e-01 3.3931e-01 3.0599e-01 3.9229e-01 1.6091e-01 2.7587e-01 3.5763e-01 2.9808e-01 3.4004e-01
